iter	RMSE
303	7484.990522
304	7477.747779
305	7467.963303
306	7461.812932
307	7455.165027
308	7451.87373
309	7443.373505
310	7439.591979
311	7434.992259
312	7429.745016
313	7426.054839
314	7421.785336
315	7417.702351
316	7411.981912
317	7406.249371
318	7399.991752
319	7387.458218
320	7383.073325
321	7378.900133
322	7374.914721
323	7369.720861
324	7364.688459
325	7355.097769
326	7343.824073
327	7339.930652
328	7330.068743
329	7325.820152
330	7319.392779
331	7309.869749
332	7305.288562
333	7299.022691
334	7286.143324
335	7278.782325
336	7275.543848
337	7262.584538
338	7258.612145
339	7253.74821
340	7246.720982
341	7243.915625
342	7239.992098
343	7237.687562
344	7234.216
345	7230.827007
346	7222.288267
347	7212.064563
348	7206.66446
349	7201.904045
350	7196.209551
351	7190.76366
352	7175.073028
353	7171.622562
354	7167.682471
355	7163.44784
356	7157.482858
357	7152.819134
358	7147.253121
359	7140.905535
360	7135.951319
361	7132.101558
362	7128.903444
363	7123.921967
364	7119.311076
365	7114.469495
366	7110.283248
367	7106.315487
368	7102.967048
369	7099.487845
370	7096.246612
371	7092.369108
372	7089.321887
373	7086.270642
374	7080.560998
375	7072.892331
376	7068.489277
377	7063.034721
378	7046.132448
379	7037.369167
380	7029.474676
381	7025.306877
382	7020.791525
383	7016.718654
384	7012.455008
385	7006.950913
386	7000.540723
387	6996.110197
388	6993.850334
389	6988.649935
390	6986.486172
391	6981.070578
392	6976.626258
393	6971.16144
394	6967.749011
395	6964.026532
396	6958.746471
397	6955.545263
398	6952.131612
399	6949.133981
400	6944.886324
401	6939.392884
402	6936.035644
403	6933.040473
404	6929.67371
405	6925.435334
406	6923.08084
407	6916.626504
408	6913.497896
409	6909.430698
410	6904.587631
411	6901.262554
412	6897.866665
413	6892.48126
414	6890.476611
415	6886.822328
416	6878.935015
417	6874.857704
418	6869.935658
419	6865.478768
420	6862.732483
421	6861.050323
422	6859.517786
423	6855.825251
424	6852.956142
425	6847.318953
426	6844.173182
427	6840.012889
428	6837.962234
429	6831.360963
430	6827.81969
431	6813.006222
432	6799.715409
433	6796.474703
434	6792.955028
435	6783.201415
436	6776.979702
437	6773.204535
438	6762.717359
439	6760.369242
440	6756.164328
441	6753.425355
442	6749.86282
443	6742.475232
444	6738.848977
445	6734.432307
446	6730.8846
447	6729.85292
448	6724.957615
449	6720.833931
450	6717.050748
451	6714.679278
452	6712.697617
453	6707.723124
454	6703.472012
455	6700.259484
456	6696.549236
457	6692.000403
458	6689.350833
459	6685.185997
460	6682.480515
461	6680.406391
462	6676.975825
463	6674.214549
464	6671.76097
465	6666.905512
466	6664.776847
467	6662.774599
468	6658.096966
469	6656.516202
470	6653.422204
471	6645.651463
472	6641.070451
473	6638.073211
474	6636.611815
475	6633.204408
476	6630.686179
477	6626.523781
478	6623.806553
479	6620.788822
480	6617.637566
481	6613.261066
482	6610.907959
483	6608.739011
484	6605.874243
485	6600.940669
486	6595.92435
487	6592.842861
488	6591.048863
489	6586.318632
490	6582.973046
491	6575.412029
492	6569.835866
493	6567.076503
494	6564.742707
495	6559.124207
496	6555.536373
497	6550.789882
498	6546.400973
499	6544.827217
500	6543.375982
501	6540.938873
502	6538.805839
503	6536.793968
504	6533.510583
505	6530.67707
506	6526.715866
507	6522.462412
508	6519.45966
509	6514.61349
510	6511.569543
511	6508.635344
512	6507.273238
513	6504.324444
514	6499.217762
515	6495.883345
516	6493.377426
517	6490.155236
518	6485.973882
519	6483.240856
520	6481.681479
521	6480.084
522	6477.658997
523	6475.592283
524	6469.920976
525	6467.403978
526	6464.30213
527	6461.967759
528	6458.099799
529	6455.473423
530	6452.70695
531	6450.292145
532	6445.723934
533	6442.017055
534	6440.421416
535	6438.809594
536	6435.953569
537	6433.711595
538	6432.432684
539	6430.426735
540	6425.222107
541	6422.38924
542	6415.933726
543	6413.669346
544	6409.833456
545	6407.53674
546	6405.577747
547	6402.727207
548	6400.70688
549	6399.161378
550	6395.941426
551	6393.429528
552	6390.321921
553	6377.167443
554	6374.361447
555	6371.461332
556	6368.91387
557	6367.475219
558	6365.673829
559	6359.102093
560	6355.927494
561	6352.608924
562	6348.514613
563	6346.76445
564	6345.214562
565	6342.470015
566	6338.656564
567	6336.377448
568	6333.539391
569	6331.647434
570	6328.589227
571	6325.982021
572	6323.917943
573	6321.346991
574	6319.527758
575	6316.825399
576	6312.976296
577	6310.417683
578	6309.005652
579	6306.626188
580	6303.7707
581	6300.992206
582	6298.644078
583	6295.010344
584	6292.402507
585	6288.730277
586	6287.148478
587	6280.940619
588	6278.39074
589	6276.136537
590	6274.59246
591	6272.798224
592	6270.475966
593	6268.48832
594	6265.626495
595	6261.391241
596	6258.524446
597	6257.332368
598	6255.69182
599	6254.337462
600	6250.960105
601	6247.541573
602	6245.272595
603	6242.482476
604	6240.234539
605	6239.032165
606	6234.81229
607	6232.712647
608	6230.901921
609	6228.563754
610	6226.586268
611	6224.442865
612	6220.146735
613	6218.983619
614	6217.539058
615	6213.712693
616	6212.258649
617	6210.783772
618	6209.319833
619	6207.891984
620	6205.953094
621	6203.633258
622	6201.596513
623	6198.747635
624	6195.852629
625	6193.129733
626	6190.499675
627	6187.285749
628	6184.562134
629	6174.546628
630	6173.295845
631	6168.352023
632	6165.040688
633	6163.536297
634	6161.642276
635	6159.131168
636	6157.275701
637	6155.085534
638	6153.402828
639	6152.285018
640	6149.493238
641	6147.677679
642	6145.650537
643	6142.794206
644	6136.823216
645	6134.254937
646	6131.812335
647	6130.514657
648	6127.733865
649	6125.357477
650	6123.702107
651	6121.952288
652	6120.375312
653	6116.788024
654	6113.012689
655	6111.494889
656	6101.427307
657	6100.478501
658	6098.595607
659	6097.064215
660	6094.281369
661	6091.675243
662	6089.768906
663	6088.651406
664	6086.213196
665	6083.911545
666	6081.856671
667	6080.058281
668	6078.374055
669	6075.748419
670	6074.10109
671	6072.728533
672	6069.149664
673	6066.710848
674	6064.103784
675	6062.47886
676	6060.320366
677	6058.06937
678	6054.416879
679	6052.530719
680	6050.553117
681	6048.944191
682	6045.214494
683	6043.412956
684	6041.732463
685	6039.665444
686	6037.708042
687	6035.164952
688	6033.335818
689	6031.460666
690	6029.793353
691	6028.536028
692	6026.24609
693	6020.426552
694	6017.77378
695	6015.557458
696	6012.421719
697	6011.039576
698	6009.944751
699	6008.452501
700	6007.342159
701	6002.991626
702	5999.996974
703	5995.451589
704	5993.659393
705	5992.375652
706	5986.177348
707	5985.021287
708	5970.896548
709	5969.195434
710	5966.956465
711	5965.680039
712	5963.833703
713	5962.810293
714	5960.533862
715	5958.948639
716	5956.881503
717	5954.719089
718	5953.145434
719	5951.891464
720	5947.300641
721	5945.488205
722	5943.941658
723	5941.940946
724	5940.190505
725	5938.673523
726	5937.890753
727	5936.746349
728	5935.306336
729	5933.692054
730	5932.653081
731	5931.01895
732	5928.894348
733	5927.404996
734	5926.320431
735	5923.224828
736	5917.550725
737	5915.948035
738	5914.652934
739	5913.716242
740	5912.444697
741	5911.445625
742	5910.114267
743	5908.839439
744	5906.273829
745	5905.158019
746	5903.53497
747	5899.445557
748	5896.816675
749	5895.491911
750	5894.245606
751	5891.751253
752	5889.073116
753	5887.99874
754	5886.021808
755	5884.042046
756	5882.681704
757	5881.098859
758	5879.252494
759	5878.410107
760	5875.04527
761	5872.497107
762	5870.098886
763	5861.983823
764	5858.286065
765	5856.174166
766	5853.690554
767	5852.078948
768	5846.374037
769	5844.648628
770	5842.857046
771	5841.503215
772	5840.123973
773	5838.527076
774	5836.372921
775	5834.983539
776	5834.04881
777	5831.490191
778	5830.559946
779	5827.403928
780	5823.881644
781	5822.995726
782	5821.701602
783	5819.969058
784	5815.748358
785	5811.16807
786	5809.685512
787	5806.662321
788	5801.649357
789	5800.807073
790	5799.280947
791	5797.86531
792	5795.718898
793	5793.684216
794	5792.133813
795	5790.463061
796	5782.25977
797	5780.756492
798	5779.200799
799	5777.422118
800	5776.570986
801	5775.205086
802	5774.442069
803	5772.65109
804	5771.599727
805	5769.268249
806	5765.579675
807	5764.966938
808	5763.505852
809	5758.531963
810	5757.755813
811	5756.29761
812	5755.0572
813	5753.839169
814	5752.77656
815	5751.648838
816	5749.756346
817	5747.80277
818	5747.073995
819	5745.145619
820	5743.543716
821	5742.193702
822	5737.747857
823	5735.379126
824	5734.587128
825	5733.33648
826	5731.162161
827	5730.028793
828	5728.619168
829	5726.161497
830	5724.736826
831	5723.399397
832	5721.949527
833	5718.855943
834	5716.619011
835	5715.331416
836	5712.370641
837	5711.496477
838	5710.349779
839	5708.358375
840	5707.105313
841	5705.445835
842	5704.352115
843	5703.640431
844	5701.208987
845	5700.275899
846	5698.451351
847	5697.000376
848	5695.034935
849	5693.122722
850	5692.496852
851	5691.239179
852	5689.281565
853	5687.289801
854	5685.428514
855	5680.768506
856	5677.632015
857	5676.203372
858	5675.350195
859	5674.095523
860	5672.322695
861	5671.264545
862	5669.090708
863	5668.325112
864	5665.955598
865	5664.788472
866	5662.912858
867	5660.279743
868	5658.855876
869	5657.168368
870	5655.417732
871	5654.618541
872	5652.729822
873	5651.511492
874	5650.416748
875	5649.060833
876	5648.234031
877	5647.282941
878	5646.26612
879	5644.756093
880	5642.687666
881	5636.806406
882	5635.64066
883	5634.114796
884	5632.951209
885	5631.649354
886	5630.811975
887	5628.519796
888	5627.278611
889	5623.249337
890	5621.891303
891	5619.935623
892	5618.710058
893	5617.791144
894	5615.446151
895	5614.494508
896	5612.573391
897	5610.475509
898	5609.691847
899	5608.123187
900	5606.667237
901	5605.455523
902	5602.194835
903	5601.213799
904	5599.046467
905	5597.373733
906	5596.80261
907	5595.437867
908	5591.847228
909	5588.214384
910	5587.324135
911	5585.666844
912	5584.645313
913	5582.552747
914	5581.369389
915	5578.477197
916	5577.040346
917	5575.820929
918	5572.727553
919	5570.35174
920	5566.399017
921	5564.869328
922	5564.009258
923	5563.060092
924	5561.389227
925	5560.781244
926	5559.644425
927	5558.507564
928	5557.434325
929	5556.525172
930	5554.939239
931	5554.315212
932	5552.993391
933	5548.898556
934	5547.050965
935	5546.143873
936	5544.128414
937	5543.24904
938	5541.899042
939	5539.692537
940	5537.718288
941	5532.560916
942	5531.927705
943	5519.707103
944	5518.709876
945	5517.871934
946	5517.335533
947	5516.054675
948	5510.629578
949	5509.892472
950	5509.136947
951	5508.125576
952	5506.26075
953	5504.629931
954	5503.296243
955	5501.632653
956	5498.229774
957	5496.84346
958	5495.591508
959	5494.629577
960	5493.699222
961	5493.148784
962	5492.008466
963	5491.00587
964	5489.927875
965	5488.683046
966	5487.169242
967	5486.406775
968	5485.94378
969	5484.595937
970	5483.896201
971	5483.098098
972	5481.768843
973	5479.665154
974	5476.17869
975	5475.373213
976	5474.228119
977	5473.022523
978	5471.802879
979	5470.722812
980	5469.925645
981	5468.814443
982	5466.002006
983	5464.979527
984	5464.517159
985	5463.862971
986	5462.636348
987	5448.202622
988	5446.412964
989	5445.513261
990	5444.332571
991	5438.047874
992	5437.192205
993	5435.570974
994	5434.440032
995	5433.369658
996	5431.444232
997	5430.618115
998	5428.001862
999	5427.405772
